balance_account,purchases_amount,paid_advance,full_purchases,balance_frequency_update,installments,purchases_frequency,full_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,nr_cash_advances,nr_purchases,credit_limit,fixed_rate_period,payments,min_payments,full_payment_prc,Outlier_CBLOF,Outlier_IF,KMeans_label,labels_hierarchical_3c,labels_hierarchical_9c,PowTrUMAT,PCA1,PCA2,PCA3
1273.498021,449.28,0.0,0.0,1.0,449.28,1.0,0.0,1.0,0.0,0.0,12.0,1200.0,12.0,475.727103,4224.383226,0.0,0,0,2,0,1,1,-0.00028981932535153534,-6.247602035816618,12.827477701301362
5432.113514,793.1,6245.023709,793.1,1.0,0.0,0.583333,0.583333,0.0,0.5,15.0,13.0,10000.0,12.0,1261.909483,1290.536388,0.0,0,0,1,1,3,2,0.0010488103842712856,18.549012656947454,-0.7874394472440711
61.463647,0.0,989.053104,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,2.0,0.0,1200.0,6.0,0.0,209.7113842,0.0,0,0,2,0,1,4,-0.0016650501067075846,0.7893572028418465,-5.945152463615569
528.0237030000001,770.05,286.123717,109.4,1.0,660.65,0.916667,0.083333,0.833333,0.083333,5.0,23.0,1500.0,12.0,748.204441,170.319835,0.0,0,0,2,0,1,1,-0.00022085771915384184,-5.217936225164017,10.162401546478984
6371.353279999999,0.0,3546.56566,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,11.0,0.0,7000.0,12.0,1914.79158,3654.599824,0.0,0,0,1,0,4,6,-0.0001211356206412633,15.690629094799114,2.157949264764879
710.811464,633.87,672.991175,320.0,0.75,313.87,0.75,0.125,0.625,0.25,4.0,17.0,1000.0,8.0,474.226839,686.170196,0.0,0,0,2,0,1,4,-0.0006136412941366529,-1.9786082220660246,7.6147349750290205
1973.814964,873.0,0.0,873.0,1.0,0.0,0.166667,0.166667,0.0,0.0,0.0,5.0,8000.0,12.0,541.722532,762.682834,0.0,0,0,2,1,7,2,5.464336193353215e-05,2.0725996167313006,-11.754122361830417
6631.790101,74.17,4618.934859,74.17,1.0,0.0,0.090909,0.090909,0.0,0.454545,10.0,1.0,9000.0,11.0,1652.0296529999998,1516.892745,0.0,0,0,1,1,3,2,0.0003690115444945763,19.12490544454631,-2.200904948739272
1054.905969,885.44,0.0,0.0,1.0,885.44,0.833333,0.0,0.833333,0.0,0.0,111.0,1000.0,12.0,1057.25415,1613.401207,0.0,0,0,2,0,1,1,0.0004355931388756117,-8.826777291149078,13.44925793410968
16.834929000000002,15.0,209.025389,15.0,0.454545,0.0,0.090909,0.090909,0.0,0.090909,1.0,1.0,7500.0,11.0,430.213001,86.959785,0.0,0,0,2,0,8,4,-0.0008829997263371678,-0.31138525318451726,-13.187706306382154
2.559461,116.1,0.0,0.0,0.571429,116.1,0.857143,0.0,0.714286,0.0,0.0,6.0,1500.0,7.0,256.642179,66.28956099999999,0.5,0,0,2,0,1,4,-0.0008829247524997318,-8.36928823642624,2.72186705516497
56.726412,268.68,0.0,0.0,1.0,268.68,1.0,0.0,1.0,0.0,0.0,12.0,3500.0,12.0,261.671184,198.263057,0.083333,0,0,2,0,1,5,-0.00037184180792037625,-7.875044004051901,8.395027169741894
54.713751,578.6,0.0,0.0,0.909091,578.6,0.833333,0.0,0.75,0.0,0.0,10.0,2500.0,12.0,607.673138,184.597912,0.333333,0,0,2,0,1,5,-0.00043772172325183404,-7.930641888273384,5.3082304411946915
523.329585,5819.46,0.0,4646.02,1.0,1173.44,1.0,1.0,1.0,0.0,0.0,114.0,6000.0,12.0,5279.91437,194.433112,0.916667,0,0,0,1,2,2,0.003509786988325663,-11.612459255637804,-0.7453147371272902
297.985886,116.18,0.0,7.78,1.0,108.4,0.416667,0.083333,0.333333,0.0,0.0,5.0,1000.0,12.0,1178.583629,206.812783,0.083333,0,0,2,0,1,1,-0.0008467367464892581,-4.0594221430470165,2.6670693959307887
937.052256,2003.98,0.0,455.62,1.0,1548.36,1.0,0.166667,1.0,0.0,0.0,49.0,1200.0,12.0,1033.879447,725.200106,0.0,0,0,2,0,1,1,0.00040944077810755545,-9.50439820861208,12.100318333530499
1547.714145,2476.31,0.0,804.4,1.0,1671.91,1.0,0.416667,1.0,0.0,0.0,82.0,3500.0,12.0,4061.48987,333.50034,0.0,0,0,0,0,8,0,0.0018572326099328654,-8.24355210086212,6.696804471229683
499.751638,468.6,0.0,0.0,1.0,468.6,0.833333,0.0,0.75,0.0,0.0,10.0,1200.0,12.0,1092.978851,178.853712,0.083333,0,0,2,0,1,5,-0.0004885053715572136,-6.714485387524559,7.430538197192815
358.011796,0.0,1795.200197,0.0,0.545455,0.0,0.0,0.0,0.0,0.083333,1.0,0.0,1950.0,12.0,4702.661168,501.48556500000007,0.25,0,0,2,0,1,5,-0.0010164359101794457,1.17333363353003,-6.4074222156773
16.167257,171.9,0.0,0.0,1.0,171.9,1.0,0.0,0.9,0.0,0.0,10.0,1500.0,10.0,145.002943,147.054838,0.875,0,0,2,0,1,4,-0.00046615688915601993,-10.392411002093878,7.009331192541278
253.143106,0.0,3351.385591,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.1428569999999999,3.0,0.0,5000.0,7.0,0.0,629.8663090000001,0.0,0,0,2,0,1,4,-0.0014192332970426247,3.903318106830804,-7.707022393003256
1732.7152579999995,3244.16,0.0,2480.85,1.0,763.31,1.0,0.666667,0.5,0.0,0.0,29.0,11500.0,12.0,5674.185857,563.827502,0.0,0,0,0,1,7,2,0.0023308356085997976,-1.3556333173767292,-8.23849315244628
579.5747200000001,1337.5,1059.31576,0.0,0.909091,1337.5,0.583333,0.0,0.583333,0.166667,6.0,11.0,1500.0,12.0,2772.6155280000003,2970.844918,0.1,0,0,2,0,1,1,-0.00019973916690451692,-0.9924634187834943,8.436474740394287
795.497557,0.0,5676.779668,0.0,0.909091,0.0,0.0,0.0,0.0,0.5,6.0,0.0,50.0,12.0,7570.207781999999,410.260506,0.4444439999999999,0,0,1,0,4,6,-0.0003579501673712215,11.026395812055277,-1.3131538906233835
444.841702,218.59,0.0,218.59,1.0,0.0,0.083333,0.083333,0.0,0.0,0.0,4.0,500.0,12.0,223.77144500000003,226.769925,0.0,0,0,2,0,1,1,-0.001123693356750781,-1.9257616078809825,-0.16639014307003094
2837.3222170000004,35.0,804.52054,35.0,1.0,0.0,0.083333,0.083333,0.0,0.666667,12.0,1.0,3000.0,12.0,618.234466,762.082055,0.0,0,0,1,0,1,6,-0.0006214417142897679,11.80524028846035,5.633871058010808
6378.276044,0.0,4169.593183,0.0,1.0,0.0,0.0,0.0,0.0,0.666667,15.0,0.0,10500.0,12.0,1376.688305,1539.532191,0.0,0,0,1,1,3,2,0.0003487308475682807,22.536598272451425,-1.5740466716700798
3508.560867,0.0,2251.744713,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,2.0,0.0,9000.0,12.0,4508.112909,935.839831,0.0,0,0,1,0,4,6,-0.00013862770167876533,7.947722220712738,-5.146285375776597
74.755978,553.7,0.0,248.7,1.0,305.0,0.583333,0.333333,0.166667,0.0,0.0,9.0,1000.0,12.0,467.131192,169.84053500000002,0.2,0,0,2,0,1,1,-0.0006121273839980227,-5.556858738784908,2.020826181145289
186.054174,2126.81,0.0,1529.8,1.0,597.01,1.0,0.916667,1.0,0.0,0.0,27.0,7000.0,12.0,1998.999896,178.290009,1.0,0,0,0,0,8,0,0.0016785454816821911,-11.07631168560229,-2.046281954081292
99.643727,677.68,0.0,655.68,1.0,22.0,1.0,1.0,0.083333,0.0,0.0,14.0,3000.0,12.0,809.678399,148.487769,0.272727,0,0,2,0,1,1,-4.758686857268921e-06,-7.395436935869108,0.7342964703016899
185.640313,1703.23,0.0,1703.23,1.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,11500.0,12.0,1449.039414,183.298253,1.0,0,0,0,1,7,2,0.0017300801013475906,-4.710961235338684,-14.437895357236071
0.0,0.0,147.24185500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,1.0,0.0,500.0,11.0,667.921811,426.970922,0.0,0,0,2,0,1,4,-0.0015753048902106734,-1.6913222113979403,-9.14561952658897
666.010085,504.87,271.354588,504.87,1.0,0.0,0.166667,0.166667,0.0,0.083333,1.0,2.0,1000.0,12.0,631.927013,173.032903,0.0,0,0,2,0,1,7,-0.0009497319341599842,-0.6910742445312499,0.08719527403443873
1299.554504,0.0,3955.560549,0.0,1.0,0.0,0.0,0.0,0.0,0.5,11.0,0.0,2500.0,8.0,2084.109173,267.77436800000004,0.166667,0,0,1,0,1,4,-0.0007711377308247205,11.982591384173734,4.302265590584736
1601.692049,61.46,0.0,0.0,1.0,61.46,0.25,0.0,0.25,0.0,0.0,6.0,4000.0,12.0,399.369214,512.7597049999999,0.0,0,0,2,0,8,3,-0.0006398052839296656,-1.6473723654158277,-3.8526515864037276
11.188595,159.84,0.0,0.0,0.454545,159.84,0.5,0.0,0.5,0.0,0.0,6.0,1000.0,12.0,110.86073799999998,57.545594,0.0,0,0,2,0,1,5,-0.0010422391359295412,-5.802250504353778,-0.6843465679334636
863.821682,145.81,315.650923,0.0,1.0,145.81,0.583333,0.0,0.5,0.083333,1.0,7.0,1000.0,12.0,520.56678,1598.733913,0.0,0,0,2,0,1,1,-0.0007495326155671822,-2.7668567224627347,6.6844371853652875
60.52124,469.0,0.0,0.0,0.8,469.0,0.6,0.0,0.5,0.0,0.0,6.0,1000.0,10.0,541.3590820000001,115.03052,0.833333,0,0,2,0,1,4,-0.0007231505755753349,-8.257071766259065,1.4594872470839666
6668.440979,5596.11,2790.317276,2880.91,1.0,2715.2,1.0,0.583333,1.0,0.166667,14.0,110.0,16000.0,12.0,17068.96724,6687.965212,0.083333,1,1,0,1,6,2,0.004880963346176227,10.086026955194956,2.9712341127273834
599.116168,947.07,508.477816,815.07,1.0,132.0,0.666667,0.583333,0.416667,0.333333,5.0,17.0,3000.0,12.0,1654.58686,208.064056,0.0,0,0,2,0,1,1,-8.995644991740745e-05,-0.41101833622013245,5.186950040008678
1049.603233,0.0,438.384856,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,12.0,221.394099,276.752949,0.0,0,0,2,0,1,7,-0.0011823521057389992,0.7856852022753498,-0.011642186161712814
1156.813935,251.38,506.605228,101.28,1.0,150.1,0.909091,0.181818,0.909091,0.181818,3.0,12.0,7500.0,11.0,2853.276447,367.503207,0.181818,0,0,2,0,8,4,0.00022045018753957894,-2.731450676742516,1.282247570676641
645.181409,0.0,2014.386387,0.0,0.636364,0.0,0.0,0.0,0.0,0.166667,2.0,0.0,1400.0,12.0,2185.891694,436.135143,0.0,0,0,2,0,1,5,-0.0011687876693873606,2.888272344004058,-3.183846404991787
1771.028068,360.0,1836.07301,360.0,0.909091,0.0,0.090909,0.090909,0.0,0.454545,5.0,1.0,5000.0,11.0,4681.869188000001,427.286126,0.1,0,0,1,0,1,4,-0.00034963360948524365,8.84826015813835,-0.32472766385535834
2769.6404420000003,738.06,1273.269924,738.06,1.0,0.0,0.5,0.5,0.0,0.333333,5.0,8.0,4500.0,12.0,740.4530599999999,701.288299,0.0,0,0,2,0,8,3,-8.564558914507779e-05,4.0676071020370514,-2.5401009689239182
487.723632,0.0,978.210005,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,12.0,1454.589519,184.288462,0.083333,0,0,2,0,1,7,-0.0011203867467119667,0.8355168658974859,-0.7463861581469811
323.801713,0.0,1430.485333,0.0,0.333333,0.0,0.0,0.0,0.0,0.166667,1.0,0.0,1500.0,6.0,0.0,217.9765464,0.0,0,0,2,0,1,4,-0.0015858938121744899,1.442692334629354,-4.520709841464302
18.180646,220.06,0.0,0.0,1.0,220.06,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,12.0,217.276088,140.596138,0.7,0,0,2,0,1,5,-0.0003954979809425056,-10.485325135921649,7.915220543671874
3136.079106,555.0,1728.321044,0.0,1.0,555.0,1.0,0.0,0.916667,0.083333,4.0,12.0,3500.0,12.0,1045.1294380000002,780.7801139999999,0.0,0,0,2,0,1,1,-8.582346544060974e-05,-1.5264265571784683,10.820847791227155
284.43378,212.92,0.0,0.0,0.363636,212.92,0.833333,0.0,0.833333,0.0,0.0,15.0,1500.0,12.0,1202.791804,150.107024,0.0,0,0,2,0,1,5,-0.0006886489991986025,-7.6419533300466,1.752345423331467
3539.801912,2823.8,0.0,1540.41,1.0,1283.39,0.916667,0.916667,0.833333,0.0,0.0,75.0,5700.0,12.0,9172.788366,2103.796148,0.083333,0,0,0,0,4,0,0.0024222450264475247,-4.451006470060452,5.288760935468788
938.177781,1288.42,0.0,0.0,1.0,1288.42,0.916667,0.0,0.916667,0.0,0.0,23.0,1500.0,12.0,1018.536172,196.720403,0.0,0,0,2,0,1,1,-7.93329259796449e-05,-7.800954441403685,10.18296272303092
1509.177493,0.0,1281.15107,0.0,1.0,0.0,0.0,0.0,0.0,0.75,14.0,0.0,5000.0,12.0,449.984139,569.555493,0.0,0,0,1,0,1,6,-0.0006806618781911546,13.340279389474054,4.68801674980415
1488.628126,0.0,2909.050462,0.0,1.0,0.0,0.0,0.0,0.0,0.363636,24.0,0.0,3000.0,11.0,1968.413322,439.164743,0.090909,0,0,1,0,1,4,-0.0006492709122457556,13.367330648235926,4.868819809235996
844.230511,615.0,0.0,336.0,1.0,279.0,0.666667,0.25,0.416667,0.0,0.0,9.0,1500.0,12.0,1028.163341,183.039309,0.0,0,0,2,0,1,1,-0.0004905554122648531,-4.938865870706715,4.201556700066027
1628.609633,1340.83,0.0,695.04,1.0,645.79,0.666667,0.416667,0.5,0.0,0.0,28.0,2000.0,12.0,586.263693,1190.488094,0.0,0,0,2,0,1,1,-1.7506376909239287e-05,-5.472504217036252,5.931452432964991
1832.521787,0.0,131.233151,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,3.0,0.0,2000.0,12.0,495.043669,1041.361298,0.0,0,0,2,0,1,7,-0.0010930787285967343,2.800410042946408,1.1094002919031711
2270.950105,1403.42,0.0,77.0,1.0,1326.42,0.916667,0.083333,0.916667,0.0,0.0,12.0,8500.0,12.0,830.130725,582.4890740000001,0.0,0,0,2,1,7,2,0.0008157461482105569,-3.5022301848532966,-1.4710582478689016
1923.696463,527.6,5326.343132,0.0,0.727273,527.6,0.25,0.0,0.25,0.416667,48.0,25.0,5000.0,12.0,2999.461289,1008.776986,0.0,0,0,1,0,4,6,0.00014201506510831205,20.57336160700539,7.590916406689723
15.978538,136.92,0.0,0.0,1.0,136.92,1.0,0.0,1.0,0.0,0.0,12.0,2500.0,12.0,132.182438,130.9779,0.181818,0,0,2,0,1,5,-0.0004436838578610378,-8.393529586134914,8.50507788789796
7506.908598999999,465.36,1609.506076,465.36,1.0,0.0,0.25,0.25,0.0,0.083333,3.0,4.0,12000.0,12.0,1772.157134,2302.03915,0.0,0,0,1,1,3,2,0.0007365960446469683,11.520656108077242,-6.4960475344569115
2284.316297,239.26,2794.719183,0.0,1.0,239.26,0.75,0.0,0.75,0.25,3.0,9.0,3000.0,12.0,1918.74596,504.077272,0.0,0,0,2,0,1,1,-0.00032181169031691965,1.7644249384699526,8.864818820319257
2746.923673,0.0,4289.506847,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,11.0,0.0,6500.0,12.0,2017.190799,622.5035280000001,0.0,0,0,1,0,4,6,-0.00035103747061171513,12.751431758233215,-0.5636885369786916
8504.876253,6724.26,1686.599777,4100.08,1.0,2624.18,1.0,0.916667,1.0,0.5,10.0,85.0,17000.0,12.0,1888.756861,2167.446204,0.0,0,1,0,1,3,2,0.004178121109032094,8.351440895862414,5.348531765034144
508.598624,0.0,950.084436,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1.0,0.0,11500.0,12.0,974.764661,217.361776,0.0,0,0,2,1,7,2,-0.0001826471241749304,4.806994738622911,-13.716977716779976
3.574463,576.0,0.0,0.0,0.818182,576.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,12.0,498.788091,102.21548,0.0,0,0,2,0,1,5,-0.0004521231426245661,-8.688445191281778,8.299737613803861
2269.800656,0.0,3359.844146,0.0,0.714286,0.0,0.0,0.0,0.0,0.1428569999999999,3.0,0.0,3500.0,7.0,403.640958,967.007841,0.0,0,0,2,0,1,4,-0.0011908544982578673,6.149963083707601,-0.7544001715224601
1382.240511,113.03,3688.794183,0.0,1.0,113.03,0.583333,0.0,0.5,0.833333,31.0,12.0,3000.0,12.0,2780.931453,463.144483,0.0,0,0,1,0,1,6,-9.581955953008357e-05,17.043287817961676,14.306113331226591
3265.116481,2147.01,0.0,0.0,0.727273,2147.01,1.0,0.0,1.0,0.0,0.0,60.0,8000.0,12.0,8481.013758,2978.655593,0.0,0,0,0,0,4,0,0.0018181447417204546,-3.392334486896045,6.400150727252628
802.086509,2008.98,0.0,1990.65,0.818182,18.33,0.583333,0.583333,0.083333,0.0,0.0,28.0,4500.0,12.0,468.46361500000006,302.127133,0.0,0,0,2,0,8,3,0.00019736360294105677,-5.074602710980524,-7.366634931118608
0.0,147.0,0.0,0.0,0.0,147.0,1.0,0.0,1.0,0.0,0.0,12.0,2500.0,12.0,152.10913200000002,100.5395774,0.0,0,0,2,0,1,5,-0.0007632591866594997,-9.331373027695614,-0.5565631223380774
1329.826951,1304.96,18.427395,1304.96,1.0,0.0,0.25,0.25,0.0,0.083333,1.0,7.0,7500.0,12.0,625.414678,402.131301,0.0,0,0,2,0,8,3,-0.0001833204728677512,-0.016367969183124227,-8.088041609598283
738.956988,0.0,1561.133958,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,6.0,0.0,1500.0,12.0,1979.193103,198.854631,0.1,0,0,2,0,1,7,-0.0010459245734027191,5.338907911332421,1.3713292524032943
3494.152843,2217.87,2452.383654,578.06,1.0,1639.81,1.0,0.25,0.916667,0.25,10.0,59.0,6500.0,12.0,2125.932737,1672.557449,0.0,0,0,0,0,4,6,0.001630494327894156,2.3784167393566475,12.276988196035227
1036.2423609999998,365.9,0.0,0.0,1.0,365.9,0.75,0.0,0.75,0.0,0.0,9.0,1000.0,12.0,695.253351,829.465424,0.0,0,0,2,0,1,1,-0.000557400714608034,-5.630264193345913,7.960279405734697
3143.23132,255.08,0.0,129.52,1.0,125.56,0.416667,0.166667,0.333333,0.0,0.0,11.0,5500.0,12.0,734.825068,841.5251880000001,0.0,0,0,2,0,8,3,-0.0002363312295416998,-1.2365711555670176,-2.9200842690000104
460.56625,864.61,0.0,864.61,1.0,0.0,0.833333,0.833333,0.0,0.0,0.0,11.0,3000.0,12.0,1880.266926,362.449997,0.25,0,0,2,0,1,1,-7.822223673561162e-05,-5.6836815982562445,-0.52530028350848
1321.645967,0.0,91.920629,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,12.0,317.384166,543.171342,0.0,0,0,2,0,1,7,-0.0011656940834820718,0.7713511155920365,0.16926764666559063
